lon,lat,elevacion,pendiente,distancia_hospital,distancia_via,poblacion_distrito,crecimiento_distrito,agua,electricidad,alcantarillado,area_m2,patrimonial,industrial_incompatible,cerca_rio,uso_suelo_compatible,iat,apto
-65.24266529285983,-19.078395778430153,2921.6,33.5,3283.4,403.1,40398,0.05,0,1,1,14141.19815734316,0,0,0,1,0.0,0
-65.23638455760008,-19.03430434971383,2852.8,24.3,1241.5,123.8,81668,0.018,1,1,1,5553.7406070753805,0,0,0,0.8,0.0,0
-65.2529174234622,-19.01682095979329,2899.9,3.0,1712.3,11.6,81668,0.018,1,1,1,7734.094422007746,0,1,0,0.5,71.3,1
-65.28588441747584,-19.060922442604753,2899.5,4.6,2547.2,237.9,42074,0.032,1,1,1,8668.907466156494,0,0,0,1,85.7,1
-65.27129222744058,-19.04075446317298,2767.3,13.1,647.0,89.6,116400,0.045,1,1,1,12823.899471775245,0,0,0,0.8,73.1,1
-65.26837391758245,-19.000205872145266,2898.9,9.7,4086.7,40.1,81668,0.018,0,1,1,17735.132643856086,0,0,0,1,73.9,1
-65.30882664356406,-18.99928172668493,2998.3,7.3,6705.7,659.3,116400,0.045,1,1,1,9318.631931539003,0,1,1,0.5,0.0,0
-65.25082827323891,-19.020420421889387,2898.0,6.8,1267.6,47.1,81668,0.018,1,1,1,16283.747434335957,0,0,0,1,71.1,1
-65.2385063412709,-19.088920064117694,2896.1,25.0,4525.7,775.6,40398,0.05,1,1,1,14558.360249699004,0,0,0,1,0.0,0
-65.25453732226714,-19.051346501107847,2845.3,5.6,134.0,139.4,16206,0.005,1,0,1,5127.267052481253,1,1,0,0.5,0.0,0
-65.24416332064017,-19.047199538447,2850.0,0.0,1314.5,48.2,81668,0.018,1,1,0,16656.76743026918,0,0,1,1,0.0,0
-65.26943043364216,-19.030666661466494,2783.1,19.4,1636.7,401.6,116400,0.045,1,1,0,12583.568474429825,0,1,0,0.8,0.0,0
-65.25006002440225,-19.022569944585317,2899.5,5.4,1017.0,155.1,81668,0.018,0,1,1,15604.67280865336,0,0,0,0.8,63.1,1
-65.2663483448697,-19.055169008081524,2751.9,10.6,1037.9,73.5,42074,0.032,1,1,1,10872.805791637289,0,0,0,1,73.3,1
-65.2593969631193,-19.018337998465313,2860.8,20.3,1901.4,35.3,81668,0.018,1,0,1,14073.713555156291,0,0,0,1,0.0,0
-65.24042060984533,-19.05082816370802,2863.8,36.0,1621.0,45.6,40398,0.05,0,1,1,13376.582960165364,1,0,0,1,0.0,0
-65.27442628605004,-19.014726486084875,2804.6,9.4,3363.3,145.3,116400,0.045,1,1,1,16284.573795030208,0,1,0,0.5,86.9,1
-65.23324907164593,-19.076635496215964,2850.8,14.6,3658.2,362.0,40398,0.05,1,1,1,16122.988677267727,0,0,0,1,86.6,1
-65.26856807576489,-19.08783883104133,2654.1,28.9,4242.3,18.2,42074,0.032,0,1,0,5192.732054696011,0,0,0,1,0.0,0
-65.23821397859548,-19.026831400053478,2893.2,28.0,1134.1,104.0,81668,0.018,1,1,1,16960.995596152596,1,0,0,1,0.0,0
-65.2776818731349,-19.03017410904605,2850.0,0.0,1993.1,46.5,116400,0.045,0,1,1,18596.825981976974,0,0,0,1,86.5,1
-65.25514910813938,-19.04632259329842,2802.0,5.9,577.4,98.5,16206,0.005,1,1,1,13883.678493119718,1,1,0,0.8,0.0,0
-65.28553364011098,-19.002014143825438,2900.0,0.0,5143.0,646.8,116400,0.045,1,1,1,17756.35022960623,0,0,0,1,89.7,1
-65.29371063722544,-19.023320046828278,2900.0,0.0,3684.4,594.6,116400,0.045,0,1,1,17119.334555518766,0,0,0,1,85.4,1
-65.27669580343824,-19.02576204873657,2820.8,14.5,2374.5,53.9,116400,0.045,1,1,1,9615.34544073989,1,0,0,0.8,0.0,0
-65.26360083017539,-19.06077568106291,2800.2,1.0,1315.1,124.9,42074,0.032,0,1,1,8380.759918996506,0,0,0,1,75.5,1
-65.24002413150816,-19.08112262181327,2950.0,1.7,3676.5,237.6,40398,0.05,0,1,1,10659.50244692343,0,0,0,1,93.0,1
-65.22992360694731,-19.082787895741404,2862.1,32.8,4407.2,27.7,40398,0.05,1,0,1,5823.717476547041,0,0,0,0.8,0.0,0
-65.25521259765574,-19.029836329539318,2800.0,0.0,802.0,47.6,81668,0.018,1,1,1,11893.88698756093,0,0,0,0.8,68.8,1
-65.2653976083805,-19.03984475720369,2779.6,10.2,645.4,14.3,116400,0.045,1,1,1,7815.222165998626,0,0,0,0.8,75.7,1
-65.26351167128226,-19.0524194354,2796.6,4.2,818.3,67.4,16206,0.005,1,1,0,10549.757060089301,1,1,0,1,0.0,0
-65.27910474953507,-19.055110343364042,2750.0,1.7,1586.4,110.8,42074,0.032,1,1,1,18538.498415701844,0,1,0,0.5,77.4,1
-65.29490871160158,-19.007325153160846,2900.0,0.0,5104.7,474.4,116400,0.045,1,1,0,7106.425464679884,0,0,1,0.8,0.0,0
-65.26518040517706,-19.059672100997815,2798.8,8.3,1339.5,16.2,42074,0.032,0,0,1,6275.226857338506,0,1,0,0.5,62.1,1
-65.26757421689955,-19.07932855114179,2711.5,15.1,3321.3,98.2,42074,0.032,1,0,1,11793.710326355264,0,0,0,1,0.0,0
-65.27400347201674,-19.031273654920323,2802.2,9.5,1701.7,0.9,116400,0.045,1,1,1,12399.393645703076,0,0,1,1,0.0,0
-65.28043757860502,-19.031437440479877,2860.1,10.2,2056.9,147.2,116400,0.045,1,1,1,4339.132575098388,0,0,0,1,0.0,0
-65.27886726134182,-19.031207897714488,2853.4,26.3,1971.2,103.2,116400,0.045,1,1,0,12102.092745063941,0,0,0,1,0.0,0
-65.2483606421392,-19.028932226639004,2859.0,12.9,290.4,94.4,81668,0.018,1,1,1,12849.027788176862,0,0,0,0.8,58.9,1
-65.23713416962195,-19.08314618664331,2900.4,3.9,4017.5,127.9,40398,0.05,1,1,0,11347.628276962821,1,0,0,0.8,0.0,0
-65.28683145380731,-19.06145776652129,2888.5,9.8,2661.5,211.8,42074,0.032,0,1,1,6037.510225283568,0,0,1,1,0.0,0
-65.27598379927473,-19.032913715705742,2846.7,12.3,1641.3,174.6,116400,0.045,1,1,1,6278.369414090239,1,1,0,1,0.0,0
-65.30755279934233,-19.008383218867436,2958.8,3.0,5878.2,350.4,116400,0.045,1,1,1,15371.646283248283,0,0,0,1,93.9,1
-65.26989579972292,-19.063505967552494,2700.5,12.1,1967.8,277.8,42074,0.032,1,1,1,6281.922051694866,0,0,0,0.8,72.9,1
-65.26618982641358,-19.018481703759278,2850.4,7.7,2414.2,166.6,81668,0.018,1,1,0,18008.57466894896,0,0,0,0.8,69.2,1
-65.26261804411641,-19.03371846688646,2799.8,1.0,1229.1,11.7,81668,0.018,1,1,1,4092.5262990583287,0,1,0,0.8,0.0,0
-65.29126545237895,-19.015838681196712,2900.0,0.0,4116.1,89.5,116400,0.045,1,1,1,16251.747409594796,0,0,1,0.8,0.0,0
-65.26880110071885,-19.054806733781945,2766.1,21.2,997.7,213.4,42074,0.032,1,1,1,13334.374361385464,0,0,1,1,0.0,0
-65.23689953016388,-19.051744494068004,2856.9,28.7,1990.2,80.1,40398,0.05,1,1,1,16646.328265941756,0,0,0,1,0.0,0
-65.29488518902299,-19.010949511184034,2900.0,0.0,4777.8,553.4,116400,0.045,1,1,0,13961.186329101241,1,0,0,1,0.0,0
-65.25030053878554,-19.053624960933178,2850.1,1.9,625.0,1.4,40398,0.05,1,1,1,14839.767960663408,0,0,0,0.8,83.8,1
-65.25661520182369,-19.050174394793,2821.7,12.8,170.0,186.7,16206,0.005,1,1,0,18348.969915050955,1,0,0,0.8,0.0,0
-65.29733369665837,-19.016331544447787,2900.0,0.0,4494.4,267.7,116400,0.045,1,1,1,13416.760760975429,0,0,0,1,95.1,1
-65.31006613259012,-19.008827150370976,2951.1,1.8,6038.1,122.9,116400,0.045,1,1,0,10595.255586206906,0,0,0,0.8,90.2,1
-65.29141806578316,-19.021567420467562,2897.1,14.0,3644.5,546.2,116400,0.045,1,1,1,12494.758987458164,0,0,0,1,82.1,1
-65.26583756571607,-19.041282561091784,2773.8,7.7,480.0,34.5,16206,0.005,0,1,1,5617.981727516044,1,0,0,0.8,0.0,0
-65.23916911311642,-19.04296173052467,2866.9,34.9,1560.9,159.8,81668,0.018,1,1,1,8221.495257134797,0,0,0,1,0.0,0
-65.2380706284742,-19.020869544133767,2839.8,17.9,1560.5,204.5,81668,0.018,1,1,1,14252.053566463677,0,0,0,1,0.0,0
-65.25998312032064,-19.021846117198823,2849.8,1.4,1669.9,8.1,81668,0.018,1,1,1,12002.566809405522,0,0,0,0.8,74.0,1
-65.25395562410897,-19.054385676792855,2861.5,17.3,373.9,47.4,40398,0.05,1,1,0,6496.99138781052,0,0,0,1,0.0,0
-65.26501342922505,-19.021604979420555,2846.1,9.6,2118.1,44.2,81668,0.018,1,1,1,8190.511200529239,0,0,0,0.8,71.6,1
-65.23656458975233,-19.078470055959144,2907.8,40.3,3608.2,192.8,40398,0.05,1,1,1,7485.147200386061,1,0,0,1,0.0,0
-65.26659716919585,-19.045028413939605,2788.4,3.3,97.8,76.8,16206,0.005,1,1,0,19837.02272877988,1,0,0,0.8,0.0,0
-65.29307641779157,-19.02103881717767,2900.0,0.0,3808.6,402.8,116400,0.045,1,1,0,11270.386333093988,0,1,0,1,0.0,0
-65.25385750616552,-19.00670710539242,2899.1,1.9,2682.3,1.9,81668,0.018,1,1,0,4916.938145376269,0,0,1,0.8,0.0,0
-65.28779168794041,-19.020323602789492,2897.6,2.9,3499.4,171.5,116400,0.045,1,0,1,17911.448610254818,0,1,0,0.5,86.5,1
-65.29693174830196,-19.02644358519959,2901.0,3.4,3741.4,300.5,116400,0.045,0,1,1,8258.496055303032,1,1,0,0.5,0.0,0
-65.26385756334153,-19.05029786765637,2793.1,3.4,628.4,21.4,16206,0.005,1,0,0,19480.988131029106,1,0,0,1,0.0,0
-65.26245924008381,-19.028276760133235,2800.7,1.7,1584.4,132.5,81668,0.018,1,1,0,3696.2025962362445,0,0,1,1,0.0,0
-65.29496829052347,-19.00929056347104,2900.0,0.0,4930.5,585.9,116400,0.045,1,1,1,7601.371216959895,0,0,0,1,90.6,1
-65.27735433446882,-19.057656659135546,2728.6,37.1,1661.4,31.4,42074,0.032,1,1,1,4668.357843023329,0,1,0,0.5,0.0,0
-65.26820248210139,-19.02681230514337,2800.0,0.0,2051.8,203.9,116400,0.045,1,1,1,5306.742780486561,0,0,1,1,0.0,0
-65.26800274987633,-19.03164550742151,2798.8,9.1,1516.3,218.3,116400,0.045,1,1,0,5356.367878256095,0,0,0,0.8,75.2,1
-65.25416733503405,-19.04708306479789,2814.0,15.7,518.4,107.4,16206,0.005,1,1,1,12501.454759010494,1,0,0,1,0.0,0
-65.263753961962,-19.062811186875198,2799.7,5.1,1506.6,5.7,42074,0.032,1,1,1,12614.7682064972,0,0,0,0.8,79.0,1
-65.24451552993801,-19.008392228763174,2874.9,74.3,1687.9,74.7,81668,0.018,1,1,1,14047.958991079267,0,0,0,1,0.0,0
-65.276586945496,-19.059892711961638,2748.2,14.6,1818.8,13.9,42074,0.032,1,1,1,3901.344529738539,0,0,0,1,0.0,0
-65.27539577093843,-19.07019460708349,2738.0,64.0,2816.0,197.5,42074,0.032,1,1,1,19815.696708269643,1,0,0,1,0.0,0
-65.27667776007056,-19.012025858888613,2845.4,6.0,3728.0,88.6,116400,0.045,1,1,1,19705.83652800878,0,0,0,0.8,93.7,1
-65.24339686203817,-19.02688642868364,2858.2,33.3,689.9,111.8,81668,0.018,0,1,1,6141.733500426001,0,0,0,0.8,0.0,0
-65.2512695356429,-19.039643573951476,2837.2,8.6,972.9,106.4,81668,0.018,1,1,1,11380.390318071617,0,1,0,0.5,62.5,1
-65.27738175447476,-19.022485518687024,2824.9,46.7,2736.4,109.3,116400,0.045,1,0,1,11554.495562488304,0,0,0,1,0.0,0
-65.28855123946266,-19.02271558994763,2899.5,3.5,3346.4,385.0,116400,0.045,1,1,0,15964.328975927436,0,0,0,1,88.4,1
-65.26077810582984,-19.055770894302842,2796.9,8.6,705.9,30.6,40398,0.05,1,1,1,16181.765975068409,0,0,0,1,82.1,1
-65.26340450499518,-19.053137263477492,2799.5,2.9,820.9,127.4,16206,0.005,1,1,1,4805.747400897563,1,0,0,1,0.0,0
-65.23653058325738,-19.075399990161554,2900.1,1.8,3334.5,171.1,40398,0.05,0,1,1,13402.3616184162,0,0,1,1,0.0,0
-65.24910574835262,-19.03395633273134,2849.9,0.7,304.8,17.8,81668,0.018,1,1,1,9419.692078714688,0,0,0,0.8,67.0,1
-65.30668527743704,-19.01345687069708,2949.9,0.5,5432.3,0.6,116400,0.045,1,1,1,14367.190246548533,0,0,0,0.8,95.5,1
-65.27451997404759,-19.012083313189386,2822.2,20.1,3541.2,115.4,116400,0.045,1,1,1,12497.854303629452,0,0,0,0.8,0.0,0
-65.29823997511852,-19.02411652674419,2901.2,4.5,4002.0,194.5,116400,0.045,1,1,0,12781.049863277172,0,0,0,1,90.7,1
-65.2901586316399,-19.01834968024899,2900.0,0.0,3825.3,228.0,116400,0.045,1,1,1,14276.714164833962,0,0,1,1,0.0,0
-65.25469923551937,-19.018705778652336,2869.9,34.9,1592.1,93.3,81668,0.018,1,0,0,13411.355061822987,0,0,0,0.8,0.0,0
-65.26020629039215,-19.050528215692633,2800.0,0.0,476.3,200.9,16206,0.005,1,1,0,3941.0613063574933,1,0,0,1,0.0,0
-65.2396813091635,-19.026872261948792,2869.0,33.9,996.7,26.3,81668,0.018,1,1,1,14822.48903907117,0,0,0,1,0.0,0
-65.28003710544756,-19.005834845255887,2882.1,23.4,4427.4,39.7,116400,0.045,0,1,1,3984.68261248539,0,0,0,0.8,0.0,0
-65.24628499864934,-19.03766450302799,2850.0,0.0,701.0,16.1,81668,0.018,0,1,1,4302.398487650811,0,0,1,1,0.0,0
-65.26439977749807,-19.045972386831146,2791.1,2.3,319.2,155.6,16206,0.005,1,1,1,11413.797281603054,1,0,0,0.8,0.0,0
-65.27230315721002,-19.06603328784036,2718.6,21.0,2287.1,18.4,42074,0.032,1,1,1,14993.52847903653,0,0,0,1,0.0,0
-65.30019483867211,-19.020404084744033,2909.7,14.3,4415.1,79.7,116400,0.045,1,1,0,19624.464914178767,0,0,0,1,83.1,1
-65.28530176562523,-19.012448997055508,2900.0,0.0,4096.5,115.8,116400,0.045,1,1,1,17667.13777559995,0,1,0,0.8,0.0,0
-65.27078363221192,-19.05838945018886,2750.7,3.7,1426.4,12.8,42074,0.032,1,1,0,18426.642905645494,0,0,0,1,76.6,1
-65.28945827228816,-19.01220084689124,2900.0,0.0,4338.0,62.8,116400,0.045,1,1,1,3971.016084594606,0,0,0,1,0.0,0
-65.26750923991978,-19.037380738003126,2761.9,11.4,880.2,65.0,116400,0.045,1,1,1,18719.239361955653,0,1,0,1,0.0,0
-65.2317185337943,-19.083903042867448,2899.4,5.6,4393.2,76.0,40398,0.05,1,1,1,13464.3032376661,0,0,0,0.8,96.5,1
-65.2445903758843,-19.03387134468237,2849.0,2.2,428.0,1.6,81668,0.018,1,1,1,6039.334733372536,0,0,0,1,69.0,1
-65.24181291137016,-19.071150320946845,2959.4,13.2,2627.3,13.8,40398,0.05,1,1,1,8338.451081558957,1,0,0,0.8,0.0,0
-65.29564021380277,-19.00832334209905,2900.0,0.0,5058.8,468.5,116400,0.045,1,1,1,3842.854462231932,0,1,0,0.8,0.0,0
-65.23978539448684,-19.03661299892523,2850.0,0.4,1016.2,21.3,81668,0.018,1,1,1,7403.93075033873,0,0,0,1,72.1,1
-65.28841115994591,-19.022802266826137,2899.8,2.3,3329.4,379.7,116400,0.045,1,1,1,11687.603796397549,0,0,0,0.8,91.5,1
-65.24364038352452,-19.05221445656888,2932.0,68.2,1282.7,221.5,40398,0.05,1,1,1,16398.795851505383,0,0,0,1,0.0,0
-65.31783324428044,-19.002199243678902,2988.6,4.7,7137.1,1.5,116400,0.045,0,1,1,11683.534422278817,0,0,0,1,91.9,1
-65.25296524817863,-19.05543051999442,2881.2,32.9,527.7,120.2,16206,0.005,0,1,1,6817.877125828269,1,1,0,0.5,0.0,0
-65.28216270841294,-19.021473783609938,2889.4,22.6,3061.3,149.2,116400,0.045,1,1,1,11915.617204053042,0,0,0,0.8,0.0,0
-65.29895483107954,-19.017962891539675,2900.0,0.0,4491.7,188.1,116400,0.045,1,1,1,7097.790103890949,0,0,0,1,96.2,1
-65.26452540102476,-19.04880922334085,2800.0,0.0,458.3,95.3,16206,0.005,1,1,0,12139.470250636687,1,0,0,1,0.0,0
-65.26146926547126,-19.017948053173434,2897.1,8.2,2079.4,41.2,81668,0.018,0,1,1,7477.394081753956,0,0,0,1,69.6,1
-65.2809352949134,-19.025593655932273,2867.6,31.6,2605.0,127.2,116400,0.045,0,1,0,18372.426675111783,0,0,0,1,0.0,0
-65.26563042777293,-19.03279049817041,2790.0,3.5,1392.5,61.8,116400,0.045,0,1,1,10631.220813702506,0,0,0,0.8,80.9,1
-65.2331015631572,-19.08405309264516,2901.5,8.5,4324.6,19.5,40398,0.05,0,1,1,9449.367876704237,0,0,0,0.8,88.9,1
-65.2323006681614,-19.082811370856273,2895.6,15.5,4259.2,129.9,40398,0.05,1,1,1,12857.079510687843,0,0,0,1,0.0,0
-65.30850268583282,-19.013419911446213,2950.0,0.2,5581.7,77.6,116400,0.045,1,0,1,12777.34298969003,0,0,0,0.8,90.5,1
-65.27995972645796,-19.00696200297203,2876.5,25.2,4341.9,14.0,116400,0.045,1,1,0,18716.769493657855,0,0,0,1,0.0,0
-65.2674353279167,-19.021746417042753,2805.8,26.9,2332.8,131.7,81668,0.018,1,1,1,15007.477399901465,0,0,0,1,0.0,0
-65.29690526770653,-19.008742218581286,2900.0,0.0,5101.1,386.5,116400,0.045,0,1,1,4344.140348231181,0,0,0,0.8,0.0,0
-65.27419596264627,-19.065191588630082,2734.3,60.0,2249.6,165.7,42074,0.032,1,1,0,8351.768725876753,0,0,0,1,0.0,0
-65.24152295089836,-19.028836569881662,2849.6,2.1,723.8,31.1,81668,0.018,0,1,1,5326.869435368755,0,0,0,1,65.3,1
-65.26940674573866,-19.071700022577705,2705.1,19.2,2656.1,192.8,42074,0.032,1,1,1,12926.282249317826,0,0,0,0.8,0.0,0
-65.27563568334469,-19.015473399690745,2813.7,22.1,3415.9,5.7,116400,0.045,1,1,1,4910.246158909961,0,0,0,1,0.0,0
-65.25452254635391,-19.017933971942053,2896.0,15.0,1660.6,51.6,81668,0.018,1,1,1,6992.620687874877,0,0,0,0.8,64.0,1
-65.2803018336269,-19.053415479417982,2800.1,5.4,1577.8,28.3,42074,0.032,0,1,1,16914.91793673996,0,0,0,1,76.2,1
-65.26390187920813,-19.060203839572804,2799.8,0.8,1287.0,131.4,42074,0.032,1,1,1,4534.296082462146,0,0,0,1,0.0,0
-65.26929325031459,-19.02908917189053,2800.0,0.0,1808.5,309.3,116400,0.045,1,1,1,12106.879798501333,0,0,0,1,87.4,1
-65.2352837828623,-19.060379384351798,2908.3,45.9,2373.3,39.1,40398,0.05,1,1,0,3340.482345499624,0,0,0,1,0.0,0
-65.24705122100013,-19.029328268787346,2868.1,17.5,253.1,62.9,81668,0.018,1,1,1,4256.134126906575,0,0,0,1,0.0,0
-65.2515103927612,-19.016162819604922,2913.3,14.0,1742.6,119.1,81668,0.018,1,1,1,11710.045729869731,1,0,0,1,0.0,0
-65.31312400240459,-18.998766539512825,2951.0,4.7,7049.7,538.4,116400,0.045,1,1,0,7158.438641584975,1,0,0,0.8,0.0,0
-65.26832185577261,-19.030257427478897,2800.0,0.0,1671.3,299.1,116400,0.045,1,1,0,5877.347115655174,0,0,0,1,81.7,1
-65.27684228145165,-19.022495304949224,2818.4,15.5,2714.2,79.4,116400,0.045,1,1,0,8294.734273766644,0,0,0,1,0.0,0
-65.26842057532922,-19.052812138820798,2799.3,3.5,773.6,95.7,16206,0.005,1,1,0,12275.008503324261,1,0,0,1,0.0,0
-65.25446691901296,-19.04268318164605,2807.1,11.2,790.2,122.3,81668,0.018,0,0,1,14887.344586235102,0,0,0,1,53.9,1
-65.27997366743436,-18.998698074991644,2861.2,7.9,4967.1,766.3,116400,0.045,1,1,1,11282.287406755324,0,0,0,1,84.4,1
-65.29383166387146,-19.00329454672742,2900.0,0.0,5419.5,325.2,116400,0.045,1,1,1,14053.752167679937,0,0,0,0.8,92.3,1
-65.2633368596096,-19.023478191941603,2817.3,29.6,1861.7,174.3,81668,0.018,1,1,1,18760.353093557,0,1,0,0.5,0.0,0
-65.27181054285188,-19.012402534015465,2806.5,8.3,3296.2,3.9,116400,0.045,1,1,1,19608.594276720592,0,0,0,1,93.6,1
-65.29585394543916,-19.01293148493014,2900.0,0.0,4669.4,477.1,116400,0.045,0,1,1,9855.56210490491,0,0,0,0.8,85.1,1
-65.24590388427492,-19.03582973192651,2850.0,0.0,519.3,163.7,81668,0.018,1,1,0,7713.037576028712,0,0,0,0.8,61.2,1
-65.23705641741495,-19.087021746345428,2903.6,46.3,4400.4,526.8,40398,0.05,1,1,1,11506.376787425028,0,0,0,1,0.0,0
-65.25380921471591,-19.011623635270908,2850.5,4.3,2290.0,190.4,81668,0.018,1,1,0,12484.38643884626,0,0,1,0.8,0.0,0
-65.25792701479769,-19.022206340023622,2839.2,12.1,1482.0,8.3,81668,0.018,1,1,0,9501.776064645495,0,1,1,0.5,0.0,0
-65.29772477163405,-19.00328498666103,2900.0,0.0,5641.4,12.2,116400,0.045,1,1,1,3746.5955907668413,0,0,0,0.8,0.0,0
-65.27555187270434,-19.046336655002047,2760.0,11.0,839.9,61.9,42074,0.032,0,1,0,3490.2284921679507,0,0,0,1,0.0,0
-65.23936459506959,-19.079408375174204,2949.5,4.0,3541.6,110.9,40398,0.05,1,1,1,4059.5330323429507,0,0,0,0.8,0.0,0
-65.25392064659893,-19.005336232848467,2900.0,0.5,2707.3,1.5,81668,0.018,1,1,1,9853.942439544486,0,1,1,0.5,0.0,0
-65.24330400663061,-19.044051180321166,2850.1,1.1,1468.2,32.4,81668,0.018,1,1,1,6377.617818923174,0,0,0,1,74.8,1
-65.2556102972176,-19.037728291709964,2802.6,2.6,1006.4,54.7,81668,0.018,1,1,1,6156.201119702471,0,0,0,1,72.0,1
-65.2419437335549,-19.03062740044814,2800.1,2.4,624.2,232.3,81668,0.018,0,1,0,3906.7001748701746,0,0,0,1,0.0,0
-65.30407725293807,-19.006832945224648,2954.2,2.8,5747.3,252.9,116400,0.045,1,1,1,11328.056231421253,0,0,0,1,95.3,1
-65.27925593604301,-19.031248481109092,2855.7,32.6,1992.8,96.1,116400,0.045,1,1,0,12145.12932798335,0,0,0,0.8,0.0,0
-65.27379309063426,-19.012335227203994,2806.5,15.4,3463.5,80.5,116400,0.045,1,1,0,10950.699354964348,1,0,0,1,0.0,0
-65.26639523080529,-19.056106716094625,2750.6,4.0,1140.4,25.4,42074,0.032,1,1,1,13701.025352634715,0,1,0,1,0.0,0
-65.3125075453715,-19.003903977042242,2954.7,5.0,6598.2,42.0,116400,0.045,1,1,1,16756.762642282316,0,0,0,1,96.6,1
-65.2838345681386,-19.011806780938628,2897.6,3.8,4092.4,132.8,116400,0.045,1,1,1,8102.946062998417,0,0,0,0.8,95.0,1
-65.28182966673909,-19.017561462169347,2862.3,24.3,3426.4,148.0,116400,0.045,0,1,1,18680.01116149058,0,0,0,0.8,0.0,0
-65.25082636526604,-19.079436486549987,2896.4,5.9,3137.3,6.0,40398,0.05,1,0,0,16018.992903864651,0,0,0,1,88.3,1
-65.29890409314632,-19.02587996567284,2923.6,18.1,3949.0,101.1,116400,0.045,1,1,1,11003.611805640863,0,0,0,1,0.0,0
-65.2544010200265,-19.018949795383676,2865.3,31.5,1553.8,132.9,81668,0.018,1,1,0,16145.427469617882,0,0,0,1,0.0,0
-65.2819786046158,-19.053855736577113,2849.9,1.9,1754.2,63.9,42074,0.032,1,1,1,6768.798746578381,0,0,0,0.8,81.5,1
-65.28957131067213,-19.012772332485778,2900.0,0.0,4291.0,25.2,116400,0.045,1,1,0,5347.358305000846,0,0,0,0.8,90.5,1
-65.28505559296717,-19.01301562316215,2899.5,1.6,4028.9,144.5,116400,0.045,1,0,1,14599.776199422222,0,0,1,1,0.0,0
-65.26754816103552,-19.054974934456897,2753.8,13.9,1008.2,124.8,42074,0.032,1,1,0,16113.114222337988,0,0,0,0.8,62.7,1
-65.26422027864463,-19.015072149343748,2898.7,5.5,2509.7,21.0,81668,0.018,1,1,1,12095.410820246443,0,0,0,1,79.7,1
-65.27168396202707,-19.05497354059321,2800.0,3.2,1096.3,261.9,42074,0.032,1,1,1,13032.601307207506,0,1,0,0.5,72.3,1
-65.27575567467969,-19.05648582009032,2702.4,12.3,1456.3,63.9,42074,0.032,0,1,1,8034.455716879469,0,0,0,1,69.2,1
-65.2655526643475,-19.057552634344372,2775.5,46.7,1226.2,55.1,42074,0.032,1,1,1,4607.7337722698485,0,0,0,1,0.0,0
-65.29564487594617,-18.998510258793594,2900.1,0.6,5973.3,131.2,116400,0.045,1,1,0,15455.692216368436,0,0,1,1,0.0,0
-65.23797321254389,-19.055534423783808,2899.6,11.0,1929.4,71.7,40398,0.05,0,1,0,10183.008453343606,1,0,0,1,0.0,0
-65.24225529952503,-19.05056398964784,2883.8,39.3,1429.9,17.7,40398,0.05,1,1,1,11738.672734541293,0,0,0,1,0.0,0
-65.24957722894796,-19.050139755759144,2852.9,4.1,672.3,142.7,40398,0.05,1,1,1,13278.583659063284,0,0,0,0.8,83.3,1
-65.29472161530542,-19.02332401443867,2900.0,0.0,3764.6,545.1,116400,0.045,1,1,1,9613.671713212498,0,1,0,1,0.0,0
-65.27792975889743,-19.0206167174512,2849.8,1.2,2949.8,162.9,116400,0.045,1,1,1,3548.5306697478463,0,0,0,1,0.0,0
-65.26888371599865,-19.058651994759522,2750.0,7.2,1421.8,59.6,42074,0.032,1,0,1,8360.747461583362,0,1,0,1,0.0,0
-65.26916508766828,-19.044763021706277,2785.8,21.3,189.2,153.1,42074,0.032,1,1,1,17444.35924365668,0,0,0,0.8,0.0,0
-65.30701903593835,-19.016919118379814,2947.8,1.5,5219.3,48.3,116400,0.045,1,1,1,10109.059924690435,0,0,0,1,97.5,1
-65.2844908642305,-19.00941596168625,2900.0,0.0,4361.9,42.1,116400,0.045,1,1,0,18706.479473760814,0,0,0,0.8,90.5,1
-65.30558283806772,-19.004550612730338,2950.2,1.6,6041.4,549.1,116400,0.045,1,1,0,13819.086875719553,0,0,0,0.8,84.1,1
-65.26795142527213,-19.04657674319033,2795.7,6.2,87.0,143.0,42074,0.032,1,1,1,14119.972762605319,0,0,0,1,73.4,1
-65.23894903480756,-19.075254826486635,2906.8,44.7,3172.7,65.1,40398,0.05,0,1,1,18205.576185324237,0,0,0,1,0.0,0
-65.26479455066375,-19.06004252255339,2799.7,1.8,1338.5,45.1,42074,0.032,0,1,1,3117.016335773064,1,1,0,0.5,0.0,0
-65.29739132135268,-19.022914435577693,2900.0,0.0,4011.0,289.3,116400,0.045,1,1,1,3403.242144397341,0,0,0,0.8,0.0,0
-65.28394004798211,-19.012930063300626,2897.1,4.4,3984.8,121.8,116400,0.045,1,1,1,14043.70668143614,0,0,0,0.8,94.8,1
-65.29701038763365,-19.012490012699082,2900.0,0.0,4785.4,596.1,116400,0.045,1,1,1,8777.188609638448,0,0,0,0.8,88.4,1
-65.31504044490381,-19.005204263245837,2978.7,10.0,6696.0,188.1,116400,0.045,1,1,1,10559.425112763349,0,0,0,1,90.8,1
-65.26515931653857,-19.018983687644944,2855.1,11.9,2294.0,93.0,81668,0.018,1,1,1,9166.31199519823,0,0,0,0.8,70.6,1
